"liability_owner","legal_entity_id","info_type","credit_status","valid_from","valid_to"
8898498,8898498,"CC","1",2005-07-05,2005-07-05
9978239,9978239,"CC","4",2009-04-30,2029-04-30
9978239,9978239,"CC","4",1998-04-11,2018-04-11
14234805,14234805,"CC","1",2008-12-03,2011-12-03
10075417,10075417,"CC","1",2010-12-23,2013-12-23
8103410,8103410,"CC","1",2004-10-14,2007-10-14
7062725,7062725,"CC","2",2003-06-25,2008-06-25
7062725,7062725,"CC","1",2003-07-31,2006-07-31
13654847,13654847,"CC","4",2001-09-26,2021-09-26
9696030,9696030,"CC","3",2003-02-05,2008-02-05
9978239,9978239,"CC","3",2003-03-07,2008-03-07
14758926,14758926,"CC","1",2009-05-28,2012-05-28
12653318,12653318,"CC","1",2009-03-20,2012-03-20
13654847,13654847,"CC","4",2008-02-27,2018-02-27
7062725,7062725,"CC","4",2003-10-15,2023-10-15
6257900,6257900,"CC","1",2005-07-25,2008-07-25
6257900,6257900,"CC","1",2000-10-17,2005-10-17
9985123,9985123,"CC","1",2006-08-04,2009-08-04
12477386,12477386,"CC","1",2002-06-12,2005-06-12
11573797,11573797,"CC","3",2006-05-30,2011-05-30
13992527,13992527,"CC","1",1996-07-19,1999-07-19
13992527,13992527,"CC","1",1996-07-19,1999-07-19
19073528,19073528,"CC","1",2005-11-07,2008-11-07
5338227,5338227,"CC","2",2007-02-20,2012-02-20
6257900,6257900,"CC","1",2003-06-17,2006-06-17
6257900,6257900,"CC","1",2002-11-19,2005-11-19
9716257,9716257,"CC","4",2008-06-16,2028-06-16
19104656,19104656,"CC","1",2017-04-12,2020-04-12
15250065,15250065,"CC","1",2000-03-24,2003-03-24
11573797,11573797,"CC","3",2005-06-23,2010-06-23
3498610,3498610,"CC","4",2018-07-03,2021-07-03
7062725,7062725,"CC","1",2011-09-06,2014-09-06
11841120,11841120,"CC","1",2010-11-01,2013-11-01
5372185,5372185,"CC","1",2011-02-16,2014-02-16
16250422,16250422,"CC","2",2010-10-07,2013-10-07
5338227,5338227,"CC","1",2002-08-13,2005-08-13
2746041,2746041,"CC","1",2004-05-17,2007-05-17
13654847,13654847,"CC","4",2005-10-06,2015-10-06
13654847,13654847,"CC","4",2005-10-06,2015-10-06
12947635,12947635,"CC","1",2006-04-25,2009-04-25
13654847,13654847,"CC","1",2004-08-16,2007-08-16
12130205,12130205,"CC","1",2005-04-18,2008-04-18
7062725,7062725,"CC","4",2005-07-29,2008-07-29
19104656,19104656,"CC","1",2005-09-07,2008-09-07
9696030,7765435,"CC","1",2004-05-18,2007-05-18
15645295,15645295,"CC","4",2005-01-24,2025-01-24
9696030,9696030,"CC","2",2002-06-13,2007-06-13
9985123,9985123,"CC","1",2008-08-20,2011-08-20
9978239,9978239,"CC","1",2010-05-27,2010-05-27
18651157,18651157,"CC","1",2011-03-21,2014-03-21
11573797,11573797,"CC","3",2006-06-15,2011-06-15
11573797,11573797,"CC","1",2006-03-17,2009-03-17
18484612,18484612,"CC","1",2005-12-29,2008-12-29
7309430,7309430,"CC","2",2008-09-09,2013-09-09
7309430,7309430,"CC","3",2009-06-10,2014-06-10
7309430,7309430,"CC","4",2008-10-31,2028-10-31
7309430,7309430,"CC","4",2008-09-03,2028-09-03
2548884,2548884,"CC","1",2000-02-25,2003-02-25
7062725,7062725,"CC","1",2003-03-14,2006-03-14
1730024,1730024,"CC","3",2001-06-06,2006-06-06
1730024,1730024,"CC","4",2002-06-01,2005-06-01
1730024,1730024,"CC","1",2002-05-28,2005-05-28
9978239,9978239,"CC","1",2004-10-01,2007-10-01
13912036,13912036,"CC","1",2002-07-24,2005-07-24
13980567,13980567,"CC","4",2009-04-15,2029-04-15
11734957,11734957,"CC","4",2008-08-27,2011-08-27
10355038,10355038,"CC","1",2009-05-29,2012-05-29
7062725,7062725,"CC","1",2003-10-15,2006-10-15
7062725,7062725,"CC","4",2012-04-25,2015-04-25
10355038,10355038,"CC","1",2009-02-06,2012-02-06
7309430,7309430,"CC","1",2007-02-26,2010-02-26
5343499,5343499,"CC","1",2006-07-11,2009-07-11
16867792,16867792,"CC","1",2000-11-11,2003-11-11
4642272,4642272,"CC","1",2009-09-22,2012-09-22
7062725,7062725,"CC","1",2013-04-18,2016-04-18
6972727,6972727,"CC","1",2010-06-30,2013-06-30
18913824,18913824,"CC","4",2010-01-29,2020-01-29
19104656,19104656,"CC","4",2010-09-30,2020-09-30
11754001,11754001,"CC","1",2014-09-05,2017-09-05
14838122,14838122,"CC","1",2011-10-10,2014-10-10
4512079,4512079,"CC","0",2006-06-12,2006-06-12
7062725,7062725,"CC","1",2003-09-26,2006-09-26
7062725,7062725,"CC","1",2003-04-12,2006-04-12
15645295,15645295,"CC","4",2005-08-30,2010-08-30
7062725,7062725,"CC","4",2010-02-01,2030-02-01
13912036,13912036,"CC","1",2007-02-20,2010-02-20
9978239,9978239,"CC","1",2007-04-05,2010-04-05
9978239,9978239,"CC","4",2009-03-17,2012-03-17
14234805,14234805,"CC","1",2011-09-09,2014-09-09
433149,433149,"CC","1",2010-11-30,2013-11-30
19104656,19104656,"CC","1",2013-05-27,2016-05-27
16250422,16250422,"CC","1",2005-12-07,2008-12-07
9716257,9716257,"CC","4",2010-05-19,2030-05-19
5372185,5372185,"CC","1",2011-05-31,2014-05-31
2276447,2276447,"CC","1",2012-10-24,2015-10-24
12305033,12305033,"CC","1",2012-06-22,2015-06-22
9978239,9978239,"CC","4",2004-06-04,2014-06-04
10075417,10075417,"CC","3",2009-10-09,2014-10-09
8543410,8543410,"CC","2",2005-07-15,2010-07-15
3417057,3417057,"CC","1",2013-10-31,2016-10-31
9978239,9978239,"CC","1",2009-03-13,2012-03-13
5372185,5372185,"CC","3",2012-04-30,2017-04-30
6972727,6972727,"CC","1",2010-10-04,2013-10-04
7062725,7062725,"CC","3",2011-03-14,2014-03-14
7062725,7062725,"CC","1",2011-06-22,2014-06-22
11573797,11573797,"CC","4",2022-02-01,2042-02-01
5453542,5453542,"CC","4",2008-08-08,2011-08-08
12947635,12947635,"CC","4",2007-11-29,2010-11-29
7062725,7062725,"CC","1",2006-07-20,2009-07-20
7062725,7062725,"CC","4",2007-01-19,2027-01-19
7062725,7062725,"CC","1",2008-07-15,2011-07-15
9978239,9978239,"CC","4",2009-07-09,2029-07-09
6872669,6872669,"CC","4",2007-09-28,2017-09-28
5926569,5926569,"CC","0",2001-12-05,2006-12-05
8543410,8543410,"CC","4",2008-04-03,2011-04-03
7062725,7062725,"CC","1",1997-03-14,2000-03-14
8446018,8446018,"CC","1",2012-09-13,2015-09-13
4642272,4642272,"CC","3",2011-11-08,2016-11-08
7062725,7062725,"CC","4",2009-05-22,2029-05-22
7062725,7062725,"CC","4",2009-05-22,2029-05-22
7062725,7062725,"CC","4",2009-05-22,2029-05-22
2184701,2184701,"CC","1",2010-12-22,2013-12-22
7447391,7447391,"CC","1",2005-09-06,2008-09-06
19126115,19126115,"CC","1",2006-06-06,2009-06-06
18484612,18484612,"CC","4",2005-12-15,2015-12-15
11313779,11313779,"CC","1",2004-07-02,2007-07-02
624927,624927,"CC","4",2010-01-19,2020-01-19
9716257,9716257,"CC","4",2007-06-05,2027-06-05
15567152,15567152,"CC","1",2010-08-10,2013-08-10
5453542,5453542,"CC","4",2007-03-20,2027-03-20
13602342,13602342,"CC","1",2011-08-15,2014-08-15
13602342,13602342,"CC","1",2011-10-18,2014-10-18
624927,624927,"CC","4",2010-09-20,2013-09-20
16612644,16612644,"CC","1",2009-12-01,2012-12-01
14758926,14758926,"CC","1",2017-01-09,2020-01-09
2184701,2184701,"CC","1",2012-06-27,2015-06-27
11556799,11556799,"CC","1",2012-03-23,2015-03-23
3498610,3498610,"CC","1",2007-10-31,2010-10-31
9978239,9978239,"CC","1",2009-07-09,2012-07-09
10075417,10075417,"CC","4",2011-04-27,2014-04-27
2184701,2184701,"CC","4",2011-04-08,2031-04-08
3437348,3437348,"CC","1",2009-03-20,2012-03-20
1732740,1732740,"CC","1",2002-11-05,2005-11-05
12947635,12947635,"CC","1",2003-04-04,2006-04-04
18625785,18625785,"CC","4",2007-06-08,2010-06-08
13654847,13654847,"CC","4",2006-11-25,2026-11-25
18913824,18913824,"CC","1",2009-10-06,2014-10-06
486314,486314,"CC","1",2008-03-13,2011-03-13
2184701,2184701,"CC","4",2006-11-25,2026-11-25
8898498,8898498,"CC","1",2016-02-01,2019-02-01
19126115,19126115,"CC","4",1997-04-17,2017-04-17
7062725,7062725,"CC","4",2020-06-29,2040-06-29
4604431,4604431,"CC","2",2006-03-31,2011-03-31
16612644,16612644,"CC","1",2009-05-29,2012-05-29
12653318,12653318,"CC","4",2006-12-11,2026-12-11
9733595,9733595,"CC","3",2007-07-23,2012-07-23
11573797,11573797,"CC","4",2012-10-26,2032-10-26
4642272,4642272,"CC","1",2012-02-24,2015-02-24
10317261,10317261,"CC","1",2010-04-01,2015-04-01
7062725,7062725,"CC","1",2007-06-14,2010-06-14
12947635,12947635,"CC","3",2012-03-20,2017-03-20
12947635,12947635,"CC","4",2012-03-20,2022-03-20
13654847,13654847,"CC","4",2006-11-27,2016-11-27
12130205,12130205,"CC","1",2004-08-05,2007-08-05
12653318,12653318,"CC","4",2006-05-19,2026-05-19
7062725,7062725,"CC","4",2013-06-05,2016-06-05
1636569,1636569,"CC","1",2007-06-29,2010-06-29
6257900,6257900,"CC","1",2008-03-28,2011-03-28
14234805,14234805,"CC","3",2006-11-30,2011-11-30
9978239,9978239,"CC","1",2012-03-28,2015-03-28
3417057,3417057,"CC","2",2014-06-30,2017-06-30
7731426,7731426,"CC","1",2016-05-31,2019-05-31
5453542,5453542,"CC","4",2014-11-18,2034-11-18
10075417,10075417,"CC","1",2011-04-05,2014-04-05
10317261,10317261,"CC","2",2010-04-07,2015-04-07
12913420,12913420,"CC","1",2010-05-06,2013-05-06
11573797,11573797,"CC","1",2012-05-25,2015-05-25
12913420,12913420,"CC","1",2013-10-30,2016-10-30
3417057,3417057,"CC","1",2013-10-31,2016-10-31
5338227,5338227,"CC","1",2009-11-30,2012-11-30
2638935,2638935,"CC","1",2008-08-07,2011-08-07
3417057,3417057,"CC","2",2014-06-27,2017-06-27
3417057,3417057,"CC","1",2015-03-03,2018-03-03
2133974,2133974,"CC","2",2017-01-17,2022-01-17
2184701,2184701,"CC","4",2013-12-09,2016-12-09
10075417,10075417,"CC","4",2009-02-10,2029-02-10
10075417,10075417,"CC","1",2009-02-18,2012-02-18
19073528,19073528,"CC","1",2010-11-29,2013-11-29
2184701,2184701,"CC","1",2011-02-23,2014-02-23
9978239,9978239,"CC","1",2013-10-11,2016-10-11
7062725,7062725,"CC","4",2013-01-15,2033-01-15
7062725,7062725,"CC","4",2014-09-30,2017-09-30
12947635,12947635,"CC","4",2006-12-11,2026-12-11
18108308,18108308,"CC","1",2004-04-13,2007-04-13
5453542,5453542,"CC","1",2012-06-05,2015-06-05
11573797,11573797,"CC","1",2012-11-26,2015-11-26
11573797,11573797,"CC","4",2007-09-06,2027-09-06
11573797,11573797,"CC","4",2008-01-09,2028-01-09
17130740,17130740,"CC","1",2014-04-28,2017-04-28
18484612,18484612,"CC","1",2020-04-30,2023-04-30
6257900,6257900,"CC","0",2012-04-10,2015-04-10
13980567,13980567,"CC","4",2008-09-02,2028-09-02
3647877,3647877,"CC","4",2011-05-30,2016-05-30
9716257,9716257,"CC","4",2008-01-08,2028-01-08
2184701,2184701,"CC","1",2014-04-03,2014-04-03
19033273,19033273,"CC","1",2016-01-12,2019-01-12
2276447,2276447,"CC","1",2014-11-21,2017-11-21
2276447,2276447,"CC","1",2012-12-18,2015-12-18
19126115,19126115,"CC","1",2012-02-29,2015-02-28
7062725,7062725,"CC","4",2010-03-19,2030-03-19
7062725,7062725,"CC","2",2013-09-30,2016-09-30
10075417,10075417,"CC","1",2012-09-11,2015-09-11
2184701,2184701,"CC","4",2011-11-30,2031-11-30
7062725,7062725,"CC","1",2012-04-03,2015-04-03
18484612,18484612,"CC","4",2012-03-13,2032-03-13
18484612,18484612,"CC","4",2006-12-09,2026-12-09
5453542,5453542,"CC","1",2016-01-27,2019-01-27
18484612,18484612,"CC","2",2014-05-22,2019-05-22
14234805,14234805,"CC","1",2020-10-07,2023-10-07
10075417,10075417,"CC","4",2017-04-28,2037-04-28
13801124,13801124,"CC","4",2011-04-14,2014-04-14
3417057,3417057,"CC","1",2013-10-07,2016-10-07
3417057,3417057,"CC","1",2013-08-30,2016-08-30
12609495,12609495,"CC","1",2013-10-01,2016-10-01
1779935,1779935,"CC","1",2013-12-09,2016-12-09
15250065,15250065,"CC","4",1999-03-31,2002-03-31
1110178,1110178,"CC","1",2007-02-19,2010-02-19
19126115,19126115,"CC","4",1997-12-17,2017-12-17
14234805,14234805,"CC","1",2014-01-14,2017-01-14
7062725,7062725,"CC","4",2013-12-04,2033-12-04
7062725,7062725,"CC","1",2013-12-16,2016-12-16
7062725,7062725,"CC","1",2012-12-19,2015-12-19
9716257,9716257,"CC","1",2018-04-03,2021-04-03
9978239,9978239,"CC","2",2014-02-06,2019-02-06
18640097,18640097,"CC","4",2014-01-16,2017-01-16
3417454,3417454,"CC","1",2016-02-08,2019-02-08
15645295,15645295,"CC","1",2014-11-07,2017-11-07
7062725,7062725,"CC","4",2013-11-22,2016-11-22
11841120,11841120,"CC","3",2012-09-24,2017-09-24
15012017,15012017,"CC","1",2016-06-14,2019-06-14
11573797,11573797,"CC","4",2020-09-14,2023-09-14
18640097,18640097,"CC","1",2018-01-11,2018-01-11
7062725,7062725,"CC","2",2013-06-20,2018-06-20
12947635,12947635,"CC","4",2013-12-30,2016-12-30
7062725,7062725,"CC","4",2017-01-16,2037-01-16
12947635,12947635,"CC","3",2012-03-20,2017-03-20
12609495,12609495,"CC","1",2018-08-31,2021-08-31
3417057,3417057,"CC","1",2014-05-19,2017-05-19
7062725,7062725,"CC","1",2015-12-10,2020-12-10
7062725,7062725,"CC","1",2017-02-03,2020-02-03
11963218,11963218,"CC","1",2000-08-17,2003-08-17
16612644,16612644,"CC","1",2014-10-01,2017-10-01
9978239,9978239,"CC","2",2022-06-07,2027-06-07
7062725,7062725,"CC","1",2013-06-17,2016-06-17
7062725,7062725,"CC","4",2013-10-21,2033-10-21
7062725,7062725,"CC","1",2017-11-27,2020-11-27
7062725,7062725,"CC","4",2013-11-22,2016-11-22
6257900,6257900,"CC","1",2015-12-14,2018-12-14
11231069,11231069,"CC","1",2014-07-17,2017-07-17
16612644,16612644,"CC","1",2015-11-30,2018-11-30
2133974,2133974,"CC","1",2016-10-12,2019-10-12
15250065,15250065,"CC","4",2000-03-25,2003-03-25
3082573,3082573,"CC","3",2019-05-27,2024-05-27
2184701,2184701,"CC","4",2015-04-17,2035-04-17
7062725,7062725,"CC","4",2017-02-22,2020-02-22
16612644,16612644,"CC","1",2015-11-30,2018-11-30
2133974,2133974,"CC","1",2016-10-12,2019-10-12
15250065,15250065,"CC","4",2000-03-25,2003-03-25
3082573,3082573,"CC","3",2019-05-27,2024-05-27
2184701,2184701,"CC","4",2015-04-17,2035-04-17
7062725,7062725,"CC","4",2017-02-22,2020-02-22
12609495,12609495,"CC","1",2017-09-29,2020-09-29
16250422,16250422,"CC","1",2017-09-05,2020-09-05
3417057,3417057,"CC","1",2014-06-30,2017-06-30
15508830,15508830,"CC","1",2014-05-21,2017-05-21
2459604,2459604,"CC","1",2016-09-07,2019-09-07
9976285,9976285,"CC","1",2015-02-09,2018-02-09
14234805,14234805,"CC","4",2016-10-24,2019-10-24
3082573,3082573,"CC","1",2017-11-18,2022-11-18
3082573,3082573,"CC","1",2016-03-10,2019-03-10
12233766,12233766,"CC","3",2017-12-18,2022-12-18
7062725,7062725,"CC","4",2013-12-19,2033-12-19
12947635,12947635,"CC","1",2015-01-09,2018-01-09
7062725,7062725,"CC","4",2021-06-09,2041-06-09
7062725,7062725,"CC","4",2014-02-04,2034-02-04
6993164,6993164,"CC","1",2014-05-23,2017-05-23
13574543,13574543,"CC","2",2014-11-19,2019-11-19
8883351,8883351,"CC","4",2015-01-01,2018-01-01
3417057,3417057,"CC","1",2014-06-06,2017-06-06
3417057,3417057,"CC","1",2014-07-01,2017-07-01
5101874,5101874,"CC","1",2016-05-10,2019-05-10
13602342,13602342,"CC","1",2022-06-17,2025-06-17
18389959,18389959,"CC","1",2015-01-14,2018-01-14
12117857,12117857,"CC","4",2017-08-23,2020-08-23
11734957,11734957,"CC","1",2015-03-03,2018-03-03
14234805,14234805,"CC","1",2013-10-28,2016-10-28
13980567,13980567,"CC","1",2016-02-08,2019-02-08
9431008,9431008,"CC","1",2018-06-28,2021-06-28
13980567,13980567,"CC","4",2017-09-07,2027-09-07
5453542,5453542,"CC","1",2016-01-20,2019-01-20
13654847,13654847,"CC","1",2016-01-07,2019-01-07
12477386,12477386,"CC","4",2014-07-11,2034-07-11
16612644,16612644,"CC","1",2014-06-30,2017-06-30
9978239,9978239,"CC","1",2016-11-14,2019-11-14
5101874,5101874,"CC","1",2014-07-04,2017-07-04
7309430,7309430,"CC","4",2007-12-03,2012-12-03
4583497,4583497,"CC","1",2014-04-15,2017-04-15
13980567,13980567,"CC","4",2014-02-06,2034-02-06
18625785,18625785,"CC","1",2014-03-12,2017-03-12
11841120,11841120,"CC","1",2016-04-20,2019-04-20
12609495,12609495,"CC","2",2015-04-16,2020-04-16
11313779,11313779,"CC","1",2015-02-09,2018-02-09
14234805,14234805,"CC","1",2014-01-20,2017-01-20
14234805,14234805,"CC","1",2014-01-31,2017-01-31
14234805,14234805,"CC","1",2014-02-21,2017-02-21
3082573,3082573,"CC","1",2018-04-05,2021-04-05
14234805,14234805,"CC","1",2014-08-21,2014-08-21
19126115,19126115,"CC","4",1997-12-17,2017-12-17
3082573,3082573,"CC","1",2015-05-28,2018-05-28
14234805,14234805,"CC","4",2016-06-01,2019-06-01
3082573,3082573,"CC","1",2016-09-06,2019-09-06
10075417,10075417,"CC","4",2015-06-09,2035-06-09
1002916,1002916,"CC","1",2015-06-23,2018-06-23
11734957,11734957,"CC","1",2014-10-24,2017-10-24
11231069,11231069,"CC","2",2018-06-01,2021-06-01
1110178,1110178,"CC","1",2015-05-13,2018-05-13
10075417,10075417,"CC","4",2014-07-05,2034-07-05
2184701,2184701,"CC","1",2015-09-15,2018-09-15
7309430,7309430,"CC","1",2014-05-15,2017-05-15
5845465,5845465,"CC","1",2016-04-21,2019-04-21
5845465,5845465,"CC","1",2017-10-03,2020-10-03
5845465,5845465,"CC","1",2016-04-21,2019-04-21
11734957,11734957,"CC","1",2016-04-18,2019-04-18
7062725,7062725,"CC","4",2012-07-09,2032-07-09
16612644,16612644,"CC","1",2014-08-04,2017-08-04
11573797,11573797,"CC","1",2017-08-22,2020-08-22
2133974,2133974,"CC","1",2016-10-12,2019-10-12
11313779,11313779,"CC","1",2015-11-06,2018-11-06
10075417,10075417,"CC","4",2012-06-26,2032-06-26
5343499,5343499,"CC","1",2016-06-30,2019-06-30
14234805,14234805,"CC","4",2017-02-22,2020-02-22
7062725,7062725,"CC","4",2017-10-18,2020-10-18
11734957,11734957,"CC","4",2017-08-29,2037-08-29
1278937,1278937,"CC","1",2015-05-18,2018-05-18
18625785,18625785,"CC","1",2016-06-30,2019-06-30
7062725,7062725,"CC","4",2002-10-16,2022-10-16
7062725,7062725,"CC","1",2016-05-04,2019-05-04
1763980,1763980,"CC","1",2016-05-10,2019-05-10
7062725,7062725,"CC","4",2014-05-05,2034-05-05
12117857,12117857,"CC","4",2016-04-12,2036-04-12
7062725,7062725,"CC","4",2015-04-02,2035-04-02
3417057,3417057,"CC","3",2017-06-07,2022-06-07
9483392,9483392,"CC","1",2017-03-16,2020-03-16
17726481,17726481,"CC","1",2018-10-11,2021-10-11
19294997,19294997,"CC","1",2017-01-09,2020-01-09
15508830,15508830,"CC","1",2016-10-18,2019-10-18
11573797,11573797,"CC","1",2017-11-30,2020-11-30
5845465,5845465,"CC","4",2022-12-09,2025-12-09
7062725,7062725,"CC","3",2014-12-15,2019-12-15
7062725,7062725,"CC","1",2014-03-07,2017-03-07
8265844,8265844,"CC","2",2010-03-08,2015-03-08
7062725,7062725,"CC","3",2018-01-31,2023-01-31
7062725,7062725,"CC","4",2011-01-01,2031-01-01
4393486,4393486,"CC","4",2015-01-01,2035-01-01
7062725,7062725,"CC","1",2015-08-26,2018-08-26
12012487,12012487,"CC","1",2017-11-02,2020-11-02
18625785,18625785,"CC","1",2016-04-30,2019-04-30
11231069,11231069,"CC","1",2018-02-13,2021-02-13
17726017,17726017,"CC","1",2018-01-09,2021-01-09
2184701,2184701,"CC","1",2018-10-31,2021-10-31
3082573,3082573,"CC","4",2018-08-28,2023-08-28
3082573,3082573,"CC","1",2018-09-03,2021-09-03
14234805,14234805,"CC","4",2014-05-21,2034-05-21
19073528,19073528,"CC","4",2008-01-28,2028-01-28
10075417,10075417,"CC","1",2014-11-14,2017-11-14
11734957,11734957,"CC","1",2016-01-20,2019-01-20
2492654,2492654,"CC","1",2015-10-31,2018-10-31
7062725,7062725,"CC","1",2016-03-07,2019-03-07
11734957,11734957,"CC","1",2014-06-30,2017-06-30
7062725,7062725,"CC","1",2013-05-15,2018-05-15
7062725,7062725,"CC","1",2013-04-11,2018-04-11
7062725,7062725,"CC","1",2013-05-13,2018-05-13
13980567,13980567,"CC","2",2020-11-27,2025-11-27
13980567,13980567,"CC","1",2020-09-09,2023-09-09
5453542,5453542,"CC","4",2016-01-27,2036-01-27
18484612,18484612,"CC","4",2013-10-22,2033-10-22
12635542,12635542,"CC","1",2017-11-14,2020-11-14
4406182,4406182,"CC","1",2017-08-29,2020-08-29
3347252,3347252,"CC","1",2018-10-23,2021-10-23
18389959,18389959,"CC","4",2013-12-12,2033-12-12
13980567,13980567,"CC","1",2016-06-16,2019-06-16
3417057,3417057,"CC","1",2015-12-31,2018-12-31
11231069,11231069,"CC","2",2017-12-14,2022-12-14
3417057,3417057,"CC","1",2015-12-14,2018-12-14
3082573,3082573,"CC","4",2018-05-16,2038-05-16
9978239,9978239,"CC","1",2015-07-31,2018-07-31
7062725,7062725,"CC","1",2018-01-31,2021-01-31
7062725,7062725,"CC","1",2018-01-22,2021-01-22
7309430,7309430,"CC","1",2015-04-21,2018-04-21
6272109,6272109,"CC","1",2015-09-03,2018-09-03
8103410,8103410,"CC","1",2017-10-19,2020-10-19
2276447,2276447,"CC","1",2014-07-28,2017-07-28
13418229,6898100,"CC","1",2018-04-14,2021-04-14
13574543,13574543,"CC","1",2015-02-23,2018-02-23
13418229,6898100,"CC","1",2018-04-12,2021-04-12
17726017,17726017,"CC","1",2018-01-03,2021-01-03
7908260,7908260,"CC","1",2017-06-16,2020-06-16
7908260,7908260,"CC","4",2018-10-15,2038-10-15
13418229,13418229,"CC","1",2015-08-24,2018-08-24
5453542,5453542,"CC","1",2016-05-02,2019-05-02
1236759,1236759,"CC","1",2017-12-19,2020-12-19
15508830,15508830,"CC","1",2017-01-31,2020-01-31
10317261,10317261,"CC","2",2018-08-06,2021-08-06
7062725,7062725,"CC","1",2014-09-17,2017-09-17
11734957,11734957,"CC","4",2014-10-24,2017-10-24
10317261,10317261,"CC","4",2010-10-13,2030-10-13
18444310,18444310,"CC","1",2017-12-11,2020-12-11
18444310,18444310,"CC","1",2016-07-28,2019-07-28
18625785,18625785,"CC","4",2015-08-24,2018-08-24
13418229,6898100,"CC","1",2019-05-31,2022-05-31
2133974,2133974,"CC","3",2019-04-02,2024-04-02
1978889,1978889,"CC","1",2017-12-28,2020-12-28
13063012,13063012,"CC","1",2017-12-08,2020-12-08
5845465,5845465,"CC","4",2015-05-13,2035-05-13
11734957,11734957,"CC","1",2017-02-08,2020-02-08
11754001,860418,"CC","1",2017-03-15,2020-03-15
11754001,860418,"CC","1",2017-07-02,2020-07-02
11734957,11734957,"CC","1",2018-09-12,2021-09-12
7062725,7062725,"CC","4",2013-09-10,2033-09-10
15681169,15681169,"CC","1",2019-06-03,2022-06-03
2133974,2133974,"CC","3",2017-05-02,2022-05-02
11573797,11573797,"CC","4",2022-01-21,2042-01-21
14300779,14300779,"CC","1",2019-12-04,2022-12-04
19294997,19294997,"CC","1",2018-08-31,2021-08-31
9716257,9716257,"CC","1",2014-11-13,2017-11-13
