"liability_owner","legal_entity_id","info_type","credit_status","valid_from","valid_to"
2795509,2795509,"CC","1",2018-11-01,2021-11-01
7062725,7062725,"CC","1",2018-10-18,2021-10-18
7062725,7062725,"CC","4",2011-08-18,2031-08-18
11734957,11734957,"CC","4",2015-07-24,2018-07-24
7062725,7062725,"CC","1",2016-04-05,2019-04-05
7062725,7062725,"CC","1",2017-12-12,2020-12-12
7062725,7062725,"CC","4",2014-08-31,2034-08-31
2548884,2548884,"CC","1",2017-04-07,2020-04-07
18444310,18444310,"CC","1",2018-12-04,2021-12-04
15453243,15453243,"CC","2",2015-01-22,2020-01-22
18625785,18625785,"CC","4",2019-07-04,2039-07-04
9594981,9594981,"CC","1",2015-08-31,2018-08-31
11734957,11734957,"CC","4",2018-01-01,2038-01-01
18444310,18444310,"CC","1",2013-12-17,2016-12-17
18444310,18444310,"CC","1",2018-03-07,2021-03-07
15040241,15040241,"CC","1",2016-09-06,2019-09-06
13654847,13654847,"CC","1",2016-03-22,2019-03-22
5453542,5453542,"CC","4",2014-05-22,2034-05-22
17726481,17726481,"CC","1",2017-05-19,2020-05-19
17726481,17726481,"CC","1",2017-05-19,2020-05-19
15508830,15508830,"CC","1",2016-09-30,2019-09-30
7062725,7062725,"CC","1",2019-01-30,2022-01-30
7062725,7062725,"CC","4",2015-03-05,2035-03-05
7062725,7062725,"CC","1",2014-08-04,2017-08-04
12947635,12947635,"CC","1",2017-04-18,2020-04-18
7908260,7908260,"CC","1",2019-04-15,2022-04-15
1110178,1110178,"CC","1",2016-10-10,2019-10-10
3498610,3498610,"CC","1",2017-05-08,2020-05-08
15337171,15337171,"CC","4",2017-05-09,2037-05-09
7062725,7062725,"CC","1",2014-08-19,2017-08-19
7062725,7062725,"CC","1",2018-01-31,2021-01-31
2095636,2095636,"CC","1",2017-06-08,2020-06-08
7062725,7062725,"CC","2",2015-03-31,2020-03-31
7062725,7062725,"CC","1",2014-07-07,2017-07-07
11513331,11513331,"CC","1",2018-02-26,2018-02-26
12947635,12947635,"CC","1",2018-11-01,2021-11-01
7062725,7062725,"CC","4",2018-01-31,2038-01-31
18640097,18640097,"CC","4",2015-10-16,2035-10-16
13723701,13723701,"CC","2",2019-05-22,2024-05-22
12012487,12012487,"CC","4",2014-01-01,2034-01-01
3417057,3417057,"CC","1",2014-02-11,2017-02-11
2184701,2184701,"CC","1",2017-04-03,2020-04-03
10075417,10075417,"CC","2",2018-02-08,2023-02-08
12947635,12947635,"CC","1",2019-05-24,2022-05-24
8103410,8103410,"CC","2",2016-10-24,2021-10-24
2133974,2133974,"CC","1",2015-11-30,2018-11-30
15455396,15455396,"CC","1",2019-06-14,2022-06-14
18625785,18625785,"CC","4",2016-01-01,2019-01-01
11231069,11231069,"CC","1",2015-08-27,2018-08-27
11231069,11231069,"CC","1",2017-06-28,2020-06-28
5453542,5453542,"CC","4",2018-11-23,2038-11-23
15337171,15337171,"CC","1",2019-01-30,2022-01-30
14660989,14660989,"CC","1",2017-09-07,2020-09-07
11573797,11573797,"CC","4",2020-07-28,2040-07-28
2795509,2795509,"CC","1",2018-11-01,2021-11-01
2795509,2795509,"CC","1",2019-05-24,2022-05-24
12407764,12407764,"CC","2",2019-04-05,2022-04-05
7062725,7062725,"CC","1",2018-02-20,2021-02-20
7062725,7062725,"CC","1",2017-06-27,2020-06-27
10317261,10317261,"CC","1",2019-04-25,2019-04-25
7908260,7908260,"CC","1",2015-09-24,2018-09-24
2133974,2133974,"CC","1",2018-08-24,2021-08-24
2133974,2133974,"CC","1",2018-09-04,2021-09-04
2133974,2133974,"CC","3",2018-11-12,2023-11-12
13654847,13654847,"CC","1",2016-07-05,2019-07-05
12869149,12869149,"CC","1",2018-08-30,2021-08-30
13418229,13418229,"CC","1",2019-05-31,2022-05-31
10075417,10075417,"CC","1",2016-03-31,2019-03-31
15015294,15015294,"CC","1",2019-05-10,2019-05-10
13602342,13602342,"CC","1",2017-04-05,2020-04-05
2548884,2548884,"CC","1",2017-02-22,2020-02-22
15034227,15034227,"CC","1",2018-12-31,2021-12-31
3417057,3417057,"CC","1",2019-08-27,2022-08-27
2133974,2133974,"CC","4",2017-09-29,2037-09-29
11754001,11754001,"CC","2",2014-09-05,2019-09-05
5453542,5453542,"CC","4",2017-04-24,2037-04-24
18466796,18466796,"CC","1",2019-05-31,2022-05-31
7062725,7062725,"CC","4",2018-10-19,2038-10-19
7062725,7062725,"CC","1",2019-11-29,2022-11-29
11734957,11734957,"CC","4",2015-04-16,2020-04-16
11734957,11734957,"CC","4",2015-03-03,2018-03-03
13980567,13980567,"CC","3",2015-06-10,2020-06-10
18444310,18444310,"CC","1",2016-07-28,2019-07-28
18444310,18444310,"CC","1",2016-09-07,2019-09-07
18444310,18444310,"CC","1",2016-10-05,2019-10-05
13980567,13980567,"CC","2",2018-08-09,2023-08-09
13980567,13980567,"CC","1",2019-09-05,2022-09-05
2133974,2133974,"CC","3",2018-09-24,2023-09-24
5453542,5453542,"CC","4",2015-06-15,2035-06-15
11573797,11573797,"CC","1",2016-07-29,2019-07-29
10075417,10075417,"CC","1",2015-03-10,2018-03-10
2184701,2184701,"CC","1",2019-02-07,2019-02-07
2184701,2184701,"CC","1",2019-03-21,2019-03-21
2184701,2184701,"CC","1",2016-08-05,2019-08-05
506040,506040,"CC","1",2017-05-11,2020-05-11
10075417,10075417,"CC","1",2019-07-01,2022-07-01
7062725,7062725,"CC","2",2019-09-18,2024-09-18
3625268,3625268,"CC","1",2019-05-24,2022-05-24
10075417,10075417,"CC","1",2015-03-10,2018-03-10
2184701,2184701,"CC","1",2019-02-07,2019-02-07
2184701,2184701,"CC","1",2019-03-21,2019-03-21
2184701,2184701,"CC","1",2016-08-05,2019-08-05
506040,506040,"CC","1",2017-05-11,2020-05-11
10075417,10075417,"CC","1",2019-07-01,2022-07-01
7062725,7062725,"CC","2",2019-09-18,2024-09-18
3625268,3625268,"CC","1",2019-05-24,2022-05-24
7062725,7062725,"CC","4",2017-12-31,2037-12-31
7062725,7062725,"CC","4",2018-10-16,2038-10-16
18625785,18625785,"CC","4",2019-07-01,2039-07-01
2133974,2133974,"CC","1",2018-08-24,2021-08-24
13020588,13020588,"CC","1",2018-11-06,2021-11-06
13654847,13654847,"CC","4",2015-08-20,2035-08-20
9716257,9716257,"CC","1",2017-08-02,2020-08-02
7062725,7062725,"CC","2",2019-08-30,2024-08-30
14758926,14758926,"CC","1",2018-12-26,2021-12-26
7309430,7309430,"CC","1",2018-12-03,2021-12-03
1779935,1779935,"CC","1",2020-02-20,2023-02-20
2133974,2133974,"CC","1",2021-03-23,2024-03-23
15508830,15508830,"CC","1",2016-11-30,2019-11-30
9716257,9716257,"CC","1",2016-03-14,2019-03-14
3498610,3498610,"CC","1",2019-12-31,2022-12-31
2795509,2795509,"CC","0",2019-02-04,2022-02-04
7062725,7062725,"CC","1",2017-07-21,2020-07-21
3417454,3417454,"CC","1",2017-11-27,2020-11-27
18640097,18640097,"CC","1",2018-08-17,2021-08-17
18640097,18640097,"CC","1",2018-10-08,2023-10-08
12913420,12913420,"CC","2",2018-03-06,2023-03-06
2133974,2133974,"CC","1",2018-04-19,2021-04-19
13952646,13952646,"CC","1",2019-09-27,2022-09-27
6325896,6325896,"CC","1",2019-06-11,2022-06-11
13952646,13952646,"CC","1",2019-10-31,2022-10-31
15681169,15681169,"CC","1",2018-06-01,2021-06-01
3082573,3082573,"CC","1",2019-08-20,2022-08-20
3082573,3082573,"CC","2",2019-09-30,2022-09-30
1636569,1636569,"CC","1",2016-08-22,2019-08-22
3082573,3082573,"CC","1",2019-08-20,2022-08-20
3082573,3082573,"CC","2",2019-09-30,2022-09-30
1636569,1636569,"CC","1",2016-08-22,2019-08-22
7062725,7062725,"CC","1",2015-03-06,2020-03-06
7062725,7062725,"CC","4",2018-05-02,2038-05-02
7062725,7062725,"CC","1",2022-06-20,2025-06-20
12947635,12947635,"CC","1",2017-09-26,2020-09-26
7062725,7062725,"CC","1",2017-07-17,2020-07-17
13980567,13980567,"CC","3",2021-01-07,2026-01-07
13980567,13980567,"CC","3",2021-01-07,2026-01-07
13980567,13980567,"CC","3",2021-01-07,2026-01-07
11231069,11231069,"CC","4",2020-12-09,2025-12-09
14234805,14234805,"CC","1",2018-02-19,2021-02-19
3082573,3082573,"CC","4",2018-04-26,2038-04-26
3082573,3082573,"CC","1",2018-04-11,2021-04-11
7062725,7062725,"CC","4",2018-08-31,2038-08-31
2276447,2276447,"CC","1",2015-11-18,2018-11-18
11848852,11848852,"CC","1",2018-06-12,2021-06-12
7062725,7062725,"CC","1",2020-07-14,2023-07-14
18444310,18444310,"CC","1",2018-12-04,2021-12-04
18444310,18444310,"CC","1",2019-09-30,2022-09-30
13952646,13952646,"CC","1",2019-09-30,2022-09-30
2492654,2492654,"CC","1",2015-10-31,2018-10-31
7062725,7062725,"CC","1",2019-08-01,2022-08-01
11734957,11734957,"CC","1",2019-08-19,2022-08-19
2548884,2548884,"CC","1",2017-08-16,2020-08-16
18640097,18640097,"CC","1",2018-12-21,2023-12-21
11891745,11891745,"CC","1",2016-10-31,2019-10-31
4281221,4281221,"CC","1",2019-09-23,2022-09-23
2459604,2459604,"CC","1",2020-09-24,2023-09-24
7062725,7062725,"CC","1",2014-07-01,2017-07-01
7062725,7062725,"CC","1",2014-05-02,2017-05-02
7062725,7062725,"CC","1",2014-03-03,2017-03-03
7062725,7062725,"CC","1",2015-05-27,2018-05-27
7062725,7062725,"CC","1",2015-03-23,2018-03-23
7062725,7062725,"CC","1",2015-05-19,2018-05-19
13980567,13980567,"CC","4",2019-09-03,2039-09-03
2133974,2133974,"CC","3",2019-10-07,2024-10-07
13757410,13757410,"CC","1",2019-03-25,2022-03-25
3347252,3347252,"CC","1",2019-04-03,2022-04-03
3347252,3347252,"CC","1",2019-11-06,2022-11-06
11138899,11138899,"CC","1",2018-05-15,2021-05-15
13980567,13980567,"CC","1",2018-04-24,2023-04-24
2133974,2133974,"CC","1",2019-10-22,2022-10-22
2133974,2133974,"CC","3",2019-10-14,2024-10-14
11313779,11313779,"CC","2",2020-01-31,2023-01-31
5343499,5343499,"CC","1",2019-05-09,2022-05-09
4406182,4406182,"CC","1",2020-04-15,2023-04-15
10924877,10924877,"CC","1",2019-03-12,2022-03-12
2133974,2133974,"CC","1",2019-12-12,2022-12-12
2133974,2133974,"CC","1",2021-12-15,2026-12-15
15875018,15875018,"CC","1",2019-11-29,2022-11-29
12609495,12609495,"CC","1",2020-01-31,2023-01-31
282490,282490,"CC","1",2020-02-13,2023-02-13
5343499,5343499,"CC","2",2021-01-28,2026-01-28
18640097,18640097,"CC","4",2020-10-21,2040-10-21
4553769,4553769,"CC","1",2020-07-07,2023-07-07
2133974,2133974,"CC","1",2020-01-30,2023-01-30
2133974,2133974,"CC","3",2020-04-29,2025-04-29
1779935,1779935,"CC","1",2021-02-01,2024-02-01
2133974,2133974,"CC","1",2020-01-06,2023-01-06
15875018,15875018,"CC","1",2020-01-01,2023-01-01
2795509,2795509,"CC","1",2019-03-21,2022-03-21
2795509,2795509,"CC","1",2019-05-01,2022-05-01
5343499,5343499,"CC","1",2019-11-27,2022-11-27
2184701,2184701,"CC","1",2019-11-11,2022-11-11
11573797,11573797,"CC","1",2020-02-24,2023-02-24
3082573,3082573,"CC","1",2019-05-28,2022-05-28
18651157,18651157,"CC","1",2019-09-30,2022-09-30
3417454,3417454,"CC","4",2019-10-29,2039-10-29
19033273,19033273,"CC","1",2021-02-27,2024-02-27
13801124,13801124,"CC","1",2020-04-30,2025-04-30
7062725,7062725,"CC","1",2020-10-13,2023-10-13
5610779,5610779,"CC","3",2020-05-15,2025-05-15
5610779,5610779,"CC","2",2020-03-04,2025-03-04
2459604,2459604,"CC","1",2019-10-24,2022-10-24
18651157,18651157,"CC","1",2020-07-01,2023-07-01
9557390,9557390,"CC","1",2019-05-13,2022-05-13
16572842,16572842,"CC","3",2021-04-20,2026-04-20
16572842,16572842,"CC","1",2022-05-31,2025-05-31
3347252,3347252,"CC","1",2019-04-03,2022-04-03
2276447,2276447,"CC","1",2019-12-31,2022-12-31
8103410,8103410,"CC","1",2020-01-21,2023-01-21
9733595,9733595,"CC","1",2020-10-27,2023-10-27
9733595,9733595,"CC","1",2020-10-27,2023-10-27
2133974,2133974,"CC","1",2020-10-05,2023-10-05
2133974,2133974,"CC","1",2021-02-09,2024-02-09
10950330,10950330,"CC","1",2019-11-04,2024-11-04
5343499,5343499,"CC","1",2019-11-27,2022-11-27
7062725,7062725,"CC","1",2020-06-09,2023-06-09
10317261,10317261,"CC","1",2020-05-20,2023-05-20
14838122,14838122,"CC","2",2020-06-23,2025-06-23
3347252,3347252,"CC","3",2020-07-06,2025-07-06
14994169,14994169,"CC","1",2019-12-31,2022-12-31
18625785,18625785,"CC","1",2020-10-28,2023-10-28
17726017,17726017,"CC","1",2022-12-01,2025-12-01
14234805,14234805,"CC","1",2022-01-18,2025-01-18
6872669,6872669,"CC","4",2007-01-01,2027-01-01
4393486,4393486,"CC","4",2015-01-01,2035-01-01
16572842,16572842,"CC","2",2020-09-28,2025-09-28
15668868,15668868,"CC","1",2020-02-25,2023-02-25
9716257,9716257,"CC","1",2020-10-13,2023-10-13
8403264,8403264,"CC","1",2021-07-26,2021-07-26
14744977,14744977,"CC","1",2020-12-17,2023-12-17
18444310,18444310,"CC","1",2020-12-04,2023-12-04
5879332,5879332,"CC","1",2020-10-22,2023-10-22
1779935,1779935,"CC","1",2021-03-01,2024-03-01
10958201,10958201,"CC","1",2020-05-19,2023-05-19
2184701,2184701,"CC","1",2020-05-07,2023-05-07
5347438,5347438,"CC","1",2020-05-06,2023-05-06
10317261,10317261,"CC","1",2018-08-06,2021-08-06
16572842,16572842,"CC","1",2022-11-28,2025-11-28
6272109,6272109,"CC","1",2020-04-21,2023-04-21
18640097,18640097,"CC","1",2022-01-31,2025-01-31
18484612,18484612,"CC","1",2004-10-06,2007-10-06
15252954,15252954,"CC","1",2021-12-13,2024-12-13
2184701,2184701,"CC","1",2021-08-26,2024-08-26
14234805,14234805,"CC","1",2022-02-02,2025-02-02
18640097,18640097,"CC","1",2022-02-15,2025-02-15
6091833,6091833,"CC","1",2020-05-29,2023-05-29
2133974,2133974,"CC","1",2022-02-15,2025-02-15
19073528,19073528,"CC","1",2019-09-13,2022-09-13
2795509,2795509,"CC","1",2022-12-13,2025-12-13
7062725,7062725,"CC","1",2021-05-25,2024-05-25
3347252,3347252,"CC","1",2019-12-11,2022-12-11
18640097,18640097,"CC","1",2022-03-07,2025-03-07
18444310,18444310,"CC","1",2020-12-07,2023-12-07
5610779,5610779,"CC","1",2021-07-30,2024-07-30
11313779,11313779,"CC","1",2022-02-16,2025-02-16
17726017,17726017,"CC","1",2022-04-19,2025-04-19
4393486,4393486,"CC","1",2022-02-18,2025-02-18
10317261,10317261,"CC","4",2012-02-27,2032-02-27
16572842,16572842,"CC","2",2020-05-13,2025-05-13
2133974,2133974,"CC","1",2021-01-13,2024-01-13
10964105,10964105,"CC","1",2021-08-16,2024-08-16
18543051,18543051,"CC","1",2021-09-16,2024-09-16
5343499,5343499,"CC","1",2020-01-13,2023-01-13
10075417,10075417,"CC","4",2020-11-13,2040-11-13
15508830,15508830,"CC","1",2022-11-24,2025-11-24
12947635,12947635,"CC","1",2021-12-22,2024-12-22
12947635,12947635,"CC","1",2020-03-30,2023-03-30
8897534,8897534,"CC","1",2022-05-31,2025-05-31
7062725,7062725,"CC","2",2020-07-20,2025-07-20
12947635,12947635,"CC","4",2020-05-26,2040-05-26
18640097,18640097,"CC","4",2022-12-09,2042-12-09
9733595,9733595,"CC","1",2021-01-27,2024-01-27
13980567,13980567,"CC","1",2019-09-20,2022-09-20
18444310,18444310,"CC","1",1921-02-11,1924-02-11
13980567,13980567,"CC","1",2022-01-31,2025-01-31
9594981,9594981,"CC","1",2022-05-19,2025-05-19
11313779,11313779,"CC","3",2020-07-16,2025-07-16
12947635,12947635,"CC","1",2020-11-02,2023-11-02
12947635,12947635,"CC","1",2020-11-27,2023-11-27
2133974,2133974,"CC","1",2021-10-19,2024-10-19
16035369,16035369,"CC","1",2021-01-04,2026-01-04
18543051,18543051,"CC","1",2022-12-19,2025-12-19
17726481,17726481,"CC","3",2022-12-28,2025-12-28
7062725,7062725,"CC","1",2020-11-02,2023-11-02
7062725,7062725,"CC","2",2021-01-27,2026-01-27
11734957,11734957,"CC","1",2021-08-31,2026-08-31
13418229,13418229,"CC","1",2021-03-29,2024-03-29
16250422,16250422,"CC","1",2010-10-07,2013-10-07
2795509,2795509,"CC","1",2020-12-22,2023-12-22
2795509,2795509,"CC","1",2020-12-22,2023-12-22
8299336,8299336,"CC","1",2021-09-02,2024-09-02
12947635,12947635,"CC","4",2020-08-20,2040-08-20
12947635,12947635,"CC","4",2020-08-20,2040-08-20
12947635,12947635,"CC","4",2020-08-20,2040-08-20
12947635,12947635,"CC","4",2020-08-20,2040-08-20
12947635,12947635,"CC","4",2020-08-20,2040-08-20
12947635,12947635,"CC","4",2020-08-20,2040-08-20
12947635,12947635,"CC","4",2020-08-20,2040-08-20
12947635,12947635,"CC","4",2020-08-20,2040-08-20
12947635,12947635,"CC","4",2020-08-20,2040-08-20
18640097,18640097,"CC","1",2022-11-25,2025-11-25
3136145,3136145,"CC","1",2021-05-26,2024-05-26
2133974,2133974,"CC","1",2021-01-29,2024-01-29
2133974,2133974,"CC","1",2021-02-03,2024-02-03
2133974,2133974,"CC","1",2021-02-09,2024-02-09
14198905,14198905,"CC","1",2020-01-31,2023-01-31
11573797,11573797,"CC","1",2022-04-13,2025-04-13
12653318,12653318,"CC","4",2021-06-21,2041-06-21
9733595,9733595,"CC","1",2021-01-15,2024-01-15
18640097,18640097,"CC","1",2022-06-03,2025-06-03
14994169,14994169,"CC","1",2022-07-28,2025-07-28
14630692,14630692,"CC","1",2020-02-19,2023-02-19
10924877,10924877,"CC","1",2022-11-07,2025-11-07
17726481,17726481,"CC","1",2021-03-10,2024-03-10
2795509,2795509,"CC","1",2021-09-13,2024-09-13
2795509,2795509,"CC","1",2022-04-20,2025-04-20
2517021,2517021,"CC","1",2021-03-22,2024-03-22
9733595,9733595,"CC","1",2020-06-19,2023-06-19
9733595,9733595,"CC","4",2020-07-31,2030-07-31
13980567,13980567,"CC","1",2021-06-11,2024-06-11
10075417,10075417,"CC","1",2021-02-05,2024-02-05
18651157,18651157,"CC","1",2021-10-05,2024-10-05
2184701,2184701,"CC","4",2022-03-25,2042-03-25
3082573,3082573,"CC","1",2020-04-16,2023-04-16
9978239,9978239,"CC","4",2009-03-17,2019-03-17
14234805,14234805,"CC","4",2016-02-17,2036-02-17
7062725,7062725,"CC","1",2021-08-02,2024-08-02
3347252,3347252,"CC","2",2021-01-05,2024-01-05
2133974,2133974,"CC","1",2021-10-01,2024-10-01
18543051,18543051,"CC","1",2021-09-16,2024-09-16
8403264,8403264,"CC","1",2022-06-08,2025-06-08
9846801,9846801,"CC","1",2020-12-08,2023-12-08
2795509,2795509,"CC","1",2021-01-25,2024-01-25
18651157,18651157,"CC","0",2020-01-10,2023-01-10
5343499,5343499,"CC","1",2021-09-03,2024-09-03
3347252,3347252,"CC","1",2021-06-23,2024-06-23
18640097,18640097,"CC","1",2021-04-20,2024-04-20
9733595,9733595,"CC","1",2020-08-20,2023-08-20
9978239,9978239,"CC","1",2022-08-02,2025-08-02
18640097,18640097,"CC","1",2021-02-22,2024-02-22
10317261,10317261,"CC","1",2021-02-18,2024-02-18
868674,868674,"CC","1",2020-10-06,2023-10-06
19033273,19033273,"CC","1",2021-02-10,2024-02-10
18389959,18389959,"CC","4",2017-04-27,2037-04-27
18389959,18389959,"CC","3",2017-04-27,2022-04-27
11734957,11734957,"CC","1",2020-07-27,2023-07-27
12947635,12947635,"CC","1",2020-08-12,2023-08-12
11734957,11734957,"CC","1",2020-08-31,2025-08-31
7062725,7062725,"CC","2",2020-06-03,2025-06-03
12947635,12947635,"CC","1",2020-12-15,2023-12-15
18389959,18389959,"CC","4",2018-01-17,2038-01-17
3950533,3950533,"CC","1",2021-10-18,2024-10-18
11734957,11734957,"CC","1",2021-03-03,2024-03-03
1328526,1328526,"CC","1",2017-12-29,2020-12-29
15774080,15774080,"CC","1",2022-06-13,2025-06-13
11734957,11734957,"CC","1",2017-11-21,2020-11-21
12117857,12117857,"CC","1",2014-07-14,2017-07-14
17106299,17106299,"CC","1",2021-03-15,2024-03-15
11734957,11734957,"CC","1",2020-08-17,2025-08-17
11734957,11734957,"CC","1",2021-05-12,2024-05-12
11734957,11734957,"CC","1",2021-07-26,2024-07-26
11734957,11734957,"CC","1",2021-04-14,2024-04-14
13980567,13980567,"CC","2",2021-02-26,2026-02-26
6257900,6257900,"CC","1",2015-12-14,2018-12-14
11231069,11231069,"CC","1",2010-10-11,2013-10-11
15567152,15567152,"CC","1",2010-07-19,2013-07-19
15741033,15741033,"CC","1",2017-11-30,2020-11-30
11313779,11313779,"CC","4",2010-07-09,2030-07-09
16250422,16250422,"CC","1",2010-10-07,2013-10-07
3417057,3417057,"CC","1",2014-06-30,2017-06-30
3417057,3417057,"CC","1",2014-07-29,2017-07-29
3417057,3417057,"CC","1",2014-06-27,2017-06-27
1730024,1730024,"CC","1",2007-03-01,2010-03-01
1110178,1110178,"CC","1",2016-09-22,2019-09-22
9978239,9978239,"CC","1",2022-08-11,2025-08-11
8543410,8543410,"CC","1",2007-06-07,2010-06-07
8543410,8543410,"CC","1",2007-06-07,2010-06-07
8543410,8543410,"CC","1",2007-06-07,2010-06-07
6696839,6696839,"CC","1",2021-01-07,2024-01-07
6325896,6325896,"CC","1",2022-01-31,2025-01-31
7309430,7309430,"CC","4",2017-11-06,2037-11-06
8103410,8103410,"CC","1",2014-11-24,2017-11-24
13602342,13602342,"CC","1",2011-11-30,2014-11-30
15508830,15508830,"CC","1",2021-07-19,2024-07-19
19104656,19104656,"CC","1",2015-07-20,2018-07-20
11734957,11734957,"CC","3",2021-05-18,2026-05-18
9978239,9978239,"CC","4",2009-03-17,2019-03-17
9978239,9978239,"CC","1",2022-08-04,2025-08-04
4855542,4855542,"CC","1",2022-08-19,2025-08-19
2184701,2184701,"CC","1",2019-08-16,2022-08-16
9978239,9978239,"CC","4",2022-07-18,2032-07-18
7070142,7070142,"CC","1",2021-10-20,2024-10-20
9978239,9978239,"CC","1",2022-08-09,2025-08-09
8103410,8103410,"CC","1",2009-06-12,2012-06-12
7062725,7062725,"CC","4",2018-01-09,2038-01-09
11734957,11734957,"CC","1",2022-09-12,2025-09-12
12947635,12947635,"CC","2",2021-12-23,2026-12-23
1763980,1763980,"CC","1",2021-12-20,2024-12-20
15774080,15774080,"CC","1",2022-11-10,2025-11-10
12947635,12947635,"CC","2",2021-10-14,2026-10-14
7062725,7062725,"CC","1",2018-04-20,2021-04-20
5610779,5610779,"CC","1",2021-12-23,2024-12-23
18625785,18625785,"CC","1",2022-09-13,2025-09-13
5610779,5610779,"CC","1",2022-09-27,2025-09-27
18444310,18444310,"CC","1",2022-09-23,2025-09-23
18444310,18444310,"CC","1",2022-09-23,2025-09-23
9594981,9594981,"CC","1",2018-06-29,2021-06-29
7062725,7062725,"CC","1",2021-04-13,2024-04-13
8897534,8897534,"CC","1",2020-09-15,2023-09-15
18444310,18444310,"CC","1",2021-12-30,2024-12-30
15508830,15508830,"CC","1",2022-09-26,2025-09-26
2795509,2795509,"CC","1",2018-08-31,2021-08-31
9978239,9978239,"CC","1",2022-08-16,2025-08-16
13654847,13654847,"BA","4",1996-02-01,2015-12-31
13602342,13602342,"BA","2",1997-01-13,2001-12-31
11573797,11573797,"BA","2",2004-07-09,2008-12-31
4205225,4205225,"BA","2",2002-12-31,2006-12-31
10317261,10317261,"BA","2",2003-09-01,2007-12-31
11313779,667418,"BA","2",2004-12-31,2008-12-31
10317261,10317261,"BA","2",2003-09-01,2007-12-31
11313779,11313779,"BA","2",2004-12-31,2006-12-31
9733595,9733595,"BA","2",2006-11-13,2010-12-31
9733595,9733595,"BA","2",2003-12-31,2007-12-31
9733595,9733595,"BA","3",2006-11-13,2010-12-31
19126115,19126115,"BA","2",2006-05-12,2010-12-31
